Date,Fallacy,Label,Subcategory,Context,fix,strategy,fixed_context
2016,the distinguished federal judge,AppealtoEmotion,Loaded Language,"And Donald insulted and attacked them for weeks over their religion. He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn’t be trusted to be a judge because his parents were, quote, “Mexican.”He never apologized to the reporter that he mimicked and mocked on national television and our children were watching. And he never apologized for the racist lie that President Obama was not born in the United States of America.",the federal judge,Weakening,"And Donald insulted and attacked them for weeks over their religion. He never apologized to the federal judge who was born in Indiana, but Donald said he couldn’t be trusted to be a judge because his parents were, quote, “Mexican.”He never apologized to the reporter that he mimicked and mocked on national television and our children were watching. And he never apologized for the racist lie that President Obama was not born in the United States of America."
1980,an unequaled record in the history of our country,AppealtoEmotion,Loaded Language,"We are energy rich, and coal is one of the great potentials we have. To repeat myself, we have this year the opportunity, which we'll realize, to produce 800 million tons of coal - an unequaled record in the history of our country. Governor Reagan says that this is not a good achievement, and he blames restraints on coal production on regulations - regulations that affect the life and the health and safety of miners, and also regulations that protect the purity of our air and the quality our water and our land.",a unique record in the history of our country,Rephrasing,"We are energy rich, and coal is one of the great potentials we have. To repeat myself, we have this year the opportunity, which we'll realize, to produce 800 million tons of coal - a unique record in the history of our country. Governor Reagan says that this is not a good achievement, and he blames restraints on coal production on regulations - regulations that affect the life and the health and safety of miners, and also regulations that protect the purity of our air and the quality our water and our land."
2016,It’s a disgrace.,AppealtoEmotion,Loaded Language,"And all you have to do is go to a great place like West Virginia or places like Ohio, which is phenomenal, or places like Pennsylvania and you see what they’re doing to the people, miners and others in the energy business. It’s a disgrace. It’s an absolute disgrace.",,Removing repetition,"And all you have to do is go to a great place like West Virginia or places like Ohio, which is phenomenal, or places like Pennsylvania and you see what they’re doing to the people, miners and others in the energy business.  It’s an absolute disgrace."
2000,That is a very happy ending to a terrible story. It's the end of a reign of terror.,AppealtoEmotion,Loaded Language,"There are some press reports that are unconfirmed that say that Milosevic has actually left Belgrade. That is a very happy ending to a terrible story. It's the end of a reign of terror. If that is not confirmed and does not happen, then I think the United States, with its European allies, ought to do everything we can to encourage the people of Serbia to do exactly what they've been doing over the last few days to rise up and end this reign of terror by Milosevic, and bring themselves back into the family of nations where they will be welcomed by the United States and others.",That is a happy ending to a terrible story.,Removing repetition,"There are some press reports that are unconfirmed that say that Milosevic has actually left Belgrade. That is a happy ending to a terrible story. If that is not confirmed and does not happen, then I think the United States, with its European allies, ought to do everything we can to encourage the people of Serbia to do exactly what they've been doing over the last few days to rise up and end this reign of terror by Milosevic, and bring themselves back into the family of nations where they will be welcomed by the United States and others."
1992,a painful program,AppealtoEmotion,Loaded Language,"And right now when we pay $350 -- we borrow $350 billion a year it saps the money markets and the private investors are not getting their share. What we do is work on that budget by an aggressive program, not a painful program, so that we can start borrowing less money and getting more investment money on the street through entrepreneurs who can build factories, who will hire people, and maybe we'll start manufacturing goods here in this country again. That's -- that's my answer.",bad program,Weakening,"And right now when we pay $350 -- we borrow $350 billion a year it saps the money markets and the private investors are not getting their share. What we do is work on that budget by an aggressive program, not bad program, so that we can start borrowing less money and getting more investment money on the street through entrepreneurs who can build factories, who will hire people, and maybe we'll start manufacturing goods here in this country again. That's -- that's my answer."
2004,"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.",AppealtoEmotion,Loaded Language,"My opponent is for joining the International Criminal Court. I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense. I'm interested in working with our nations and do a lot of it.",,Removing additional information,My opponent is for joining the International Criminal Court.  I'm interested in working with our nations and do a lot of it.
2004,this rosy scenario,AppealtoEmotion,Loaded Language,"But the reality is it was said. Here's what's actually happened in Afghanistan, regardless of this rosy scenario that they paint on Afghanistan, just like they do with Iraq. What's actually happened is they're now providing 75 percent of the world's opium.",this scenario,Removing adjective,"But the reality is it was said. Here's what's actually happened in Afghanistan, regardless of this scenario that they paint on Afghanistan, just like they do with Iraq. What's actually happened is they're now providing 75 percent of the world's opium."
2016,"a disaster education - wise, job - wise, safety - wise, in every way possible",AppealtoEmotion,Loaded Language,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed. I’ve heard them where Hillary is constantly talking about the inner cities of our country, which are a disaster education - wise, job - wise, safety - wise, in every way possible. I’m going to help the African - Americans.","not good from the job, safety and other point of views.",Rephrasing,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed. I’ve heard them where Hillary is constantly talking about the inner cities of our country, which are not good from the job, safety and other point of views.. I’m going to help the African - Americans."
2008,And we have former members of Congress now residing in federal prison because of the evils of this earmarking and pork - barrel spending.,AppealtoEmotion,Loaded Language,"It's a gateway to out - of - control spending and corruption. And we have former members of Congress now residing in federal prison because of the evils of this earmarking and pork - barrel spending. You know, we spent $3 million to study the DNA of bears in Montana.",And we have former members of Congress now residing in federal prison because of these approaches.,Removing additional information,"It's a gateway to out - of - control spending and corruption. And we have former members of Congress now residing in federal prison because of these approaches. You know, we spent $3 million to study the DNA of bears in Montana."
2016,a terrible job,AppealtoEmotion,Loaded Language,"I am going to help the inner cities. She’s done a terrible job for the African - Americans. She wants their vote, and she does nothing, and then she comes back four years later.",a bad job,Weakening,"I am going to help the inner cities. She’s done a bad job for the African - Americans. She wants their vote, and she does nothing, and then she comes back four years later."
1992,"Now, finally, if you can't pay the bills you're dead in the water.",AppealtoEmotion,Loaded Language,"And we will have so many people who are qualified for the top job that it will be terrific. Now, finally, if you can't pay the bills you're dead in the water. And we have got to put our nation back to work.","Now, finally, if you can't pay the bills you're in trouble.",Rephrasing,"And we will have so many people who are qualified for the top job that it will be terrific. Now, finally, if you can't pay the bills you're in trouble. And we have got to put our nation back to work."
2000,"I think a lot of times we just spend aid and say we feel better about it and it ends up being spent the wrong way, and there's some pretty egregious examples recently.",AppealtoEmotion,Loaded Language,"I think foreign aid needs to be used to encourage markets and reform. I think a lot of times we just spend aid and say we feel better about it and it ends up being spent the wrong way, and there's some pretty egregious examples recently. One being Russia, where we had IMF loans that ended up in the pockets of a lot of powerful people and didn't help the nation.",I think a lot of times we just spend aid and say we feel better about it and it ends up being spent the wrong way.,Removing additional information,"I think foreign aid needs to be used to encourage markets and reform. I think a lot of times we just spend aid and say we feel better about it and it ends up being spent the wrong way. One being Russia, where we had IMF loans that ended up in the pockets of a lot of powerful people and didn't help the nation."
2000,"But if you have a situation like that right in our backyard with chaos about to break out and flotillas forming to come across the water, and all kinds of violence there, right in one of our neighboring countries there, then I think that we did the right thing there.",AppealtoEmotion,Loaded Language,"That's really about all we can do. But if you have a situation like that right in our backyard with chaos about to break out and flotillas forming to come across the water, and all kinds of violence there, right in one of our neighboring countries there, then I think that we did the right thing there. And as for this idea of nation building, the phrase sounds grandiose.","But if you have a situation like that in our country andin one of our neighboring countries there, then I think that we did the right thing there.",Removing additional information,"That's really about all we can do. But if you have a situation like that in our country andin one of our neighboring countries there, then I think that we did the right thing there. And as for this idea of nation building, the phrase sounds grandiose."
1980,"And it would also be very disturbing to our allies, all of whom support this nuclear arms treaty.",AppealtoEmotion,Loaded Language,"It would change the basic tone and commitment that our nation has experienced ever since the Second World War, with al Presidents, Democratic and Republican. And it would also be very disturbing to our allies, all of whom support this nuclear arms treaty. In addition to that, the adversarial relationship between ourselves and the Soviet Union would undoubtedly deteriorate very rapidly.","And our allies would not appreciate that, all of whom support this nuclear arms treaty.",Rephrasing,"It would change the basic tone and commitment that our nation has experienced ever since the Second World War, with al Presidents, Democratic and Republican. And our allies would not appreciate that, all of whom support this nuclear arms treaty. In addition to that, the adversarial relationship between ourselves and the Soviet Union would undoubtedly deteriorate very rapidly."
2004,He called them coerced and the bribed.,AppealtoEmotion,Loaded Language,You cannot lead the world if you do not honor the contributions of those who are with us. He called them coerced and the bribed. That's not how you bring people together.,He is against them.,Rephrasing,You cannot lead the world if you do not honor the contributions of those who are with us. He is against them. That's not how you bring people together.
1996,"He twisted arms and got six Democrats to vote the other way, but we lost by one vote.",AppealtoEmotion,Loaded Language,"First of all, it's a balanced budget amendment to the Constitution which President Clinton defeated. He twisted arms and got six Democrats to vote the other way, but we lost by one vote. It's balancing a budget by the year 2002.","He convinced six Democrats to vote the other way, but we lost by one vote.",Rephrasing,"First of all, it's a balanced budget amendment to the Constitution which President Clinton defeated. He convinced six Democrats to vote the other way, but we lost by one vote. It's balancing a budget by the year 2002."
1992,That is absolutely outrageous.,AppealtoEmotion,Loaded Language,We do not have any program that encourages companies to close down here and to go and invest on foreign soil. That is absolutely outrageous. Of course American businesses do have business abroad; we've got global competition.,,Removing additional information,We do not have any program that encourages companies to close down here and to go and invest on foreign soil.  Of course American businesses do have business abroad; we've got global competition.
1996,tremendous progress,AppealtoEmotion,Loaded Language,"Look around the world at other places where they have not paid attention to the necessity of promoting harmony of, between different ethnic, racial and religious, and cultural groups. We ought to be very proud in our country, as most Americans are, that we've made tremendous progress, but we ought to recognize that we have more work to do. Now, the first thing that we are trying to do is to create a million new jobs in the inner cities of this country, with tax credits for employers who hire people who are now unemployed.",progress,Removing adjective,"Look around the world at other places where they have not paid attention to the necessity of promoting harmony of, between different ethnic, racial and religious, and cultural groups. We ought to be very proud in our country, as most Americans are, that we've made progress, but we ought to recognize that we have more work to do. Now, the first thing that we are trying to do is to create a million new jobs in the inner cities of this country, with tax credits for employers who hire people who are now unemployed."
1988,"As I've seen abortions sometimes used as a birth control device, for heavens sakes.",AppealtoEmotion,Loaded Language,"Sometimes people feel a little uncomfortable talking about this, but it's much clearer for me now. As I've seen abortions sometimes used as a birth control device, for heavens sakes. See the millions of these killings accumulate, and this is one where you can have an honest difference of opinion.",As I've seen abortions sometimes used as a contraception method.,Rephrasing,"Sometimes people feel a little uncomfortable talking about this, but it's much clearer for me now. As I've seen abortions sometimes used as a contraception method. See the millions of these killings accumulate, and this is one where you can have an honest difference of opinion."
1992,That's just totally ridiculous.,AppealtoEmotion,Loaded Language,"But never have we ever, nor would we, support the idea of someone closing down a factory here and moving overseas. That's just totally ridiculous. It's going on right now; it happened in Tennessee, in Decaturville, Tennessee.",,Removing additional information,"But never have we ever, nor would we, support the idea of someone closing down a factory here and moving overseas.  It's going on right now; it happened in Tennessee, in Decaturville, Tennessee."
2000,disparaging,AppealtoEmotion,Loaded Language,"I want to say something, Jim. This man has been disparaging my plan with all this Washington fuzzy math. I want you to hear a problem weâ€™ve got here in the USA.",minimizing,Rephrasing,"I want to say something, Jim. This man has been minimizing my plan with all this Washington fuzzy math. I want you to hear a problem weâ€™ve got here in the USA."
1984,"We are going to, as I say, we're busy trying to find the centers where these operations stem from, and retaliation will be taken.",AppealtoEmotion,Loaded Language,"These are unidentified people, and after the bomb goes off, they're blown to bits because they are suicidal individuals who think they're going to go to paradise if they perpetrate such an act and lose their life in doing it. We are going to, as I say, we're busy trying to find the centers where these operations stem from, and retaliation will be taken. But we're not going to simply kill some people to say, ""Oh, look, we got even.''","We are going to, as I say, we're busy trying to find the centers where these operations stem from.",Removing additional information,"These are unidentified people, and after the bomb goes off, they're blown to bits because they are suicidal individuals who think they're going to go to paradise if they perpetrate such an act and lose their life in doing it. We are going to, as I say, we're busy trying to find the centers where these operations stem from. But we're not going to simply kill some people to say, ""Oh, look, we got even.''"
1980,mischievous men,AppealtoEmotion,Loaded Language,"And I make it plain again: I am for women's rights. But I would like to call the attention of the people to the fact that that so - called simple amendment would be used by mischievous men to destroy discriminations that properly belong, by law, to women respecting the physical differences between the two sexes, labor laws that protect them against things that would be physically harmful to them. Those would all, could all be challenged by men.",rude men,Rephrasing,"And I make it plain again: I am for women's rights. But I would like to call the attention of the people to the fact that that so - called simple amendment would be used by rude men to destroy discriminations that properly belong, by law, to women respecting the physical differences between the two sexes, labor laws that protect them against things that would be physically harmful to them. Those would all, could all be challenged by men."
1996,much harsher language,AppealtoEmotion,Loaded Language,"That is the issue, not scaring people in America. Well, as I said before, he used much harsher language when he talked about Bob Dole. He said that Bob Dole's solution for every single problem was to increase taxes.",another language,Weakening,"That is the issue, not scaring people in America. Well, as I said before, he used another language when he talked about Bob Dole. He said that Bob Dole's solution for every single problem was to increase taxes."
1980,the very disturbing comment,AppealtoEmotion,Loaded Language,"In countries like Libya or Iraq, we have even alienated some of our closest trade partners because we have insisted upon the control of the spread of nuclear weapons to those potentially terrorist countries. When Governor Reagan has been asked about that, he makes the very disturbing comment that non - proliferation, or the control of the spread of nuclear weapons, is none of our business. And recently when he was asked specifically about Iraq, he said there is nothing we can do about it.",the silly comment,Rephrasing,"In countries like Libya or Iraq, we have even alienated some of our closest trade partners because we have insisted upon the control of the spread of nuclear weapons to those potentially terrorist countries. When Governor Reagan has been asked about that, he makes the silly comment that non - proliferation, or the control of the spread of nuclear weapons, is none of our business. And recently when he was asked specifically about Iraq, he said there is nothing we can do about it."
2000,There is nothing more prejudiced than not educating a child.,AppealtoEmotion,Loaded Language,"And so to make sure we end up getting rid of basic structural prejudice is education. There is nothing more prejudiced than not educating a child. Well, I think we need tough enforcement of the civil rights laws.",It's a bad thing not educating a child.,Rephrasing,"And so to make sure we end up getting rid of basic structural prejudice is education. It's a bad thing not educating a child. Well, I think we need tough enforcement of the civil rights laws."
1976,One of the uh - most embarrassing uh - failures,AppealtoEmotion,Loaded Language,"But not until they have given us the full accounting of our MIAs. One of the uh - most embarrassing uh - failures of the Ford administration, and one that touches specifically on human rights, is his refusal to appoint a presidential commission to go to Vietnam, to go to Laos, to go to Cambodia and try to trade for the release of information about those who are missing in action in those wars. This is what the families of MIAs want.",One of the worst failures,Rephrasing,"But not until they have given us the full accounting of our MIAs. One of the worst failures of the Ford administration, and one that touches specifically on human rights, is his refusal to appoint a presidential commission to go to Vietnam, to go to Laos, to go to Cambodia and try to trade for the release of information about those who are missing in action in those wars. This is what the families of MIAs want."
2008,such an enormous,AppealtoEmotion,Loaded Language,"Our troops have performed brilliantly. The question is for the next president, are we making good judgments about how to keep America safe precisely because sending our military into battle is such an enormous step. And the point that I originally made is that we took our eye off Afghanistan, we took our eye off the folks who perpetrated 9/11, they are still sending out videotapes and Senator McCain, nobody is talking about defeat in Iraq, but I have to say we are having enormous problems in Afghanistan because of that decision.",an important ,Rephrasing,"Our troops have performed brilliantly. The question is for the next president, are we making good judgments about how to keep America safe precisely because sending our military into battle is an important  step. And the point that I originally made is that we took our eye off Afghanistan, we took our eye off the folks who perpetrated 9/11, they are still sending out videotapes and Senator McCain, nobody is talking about defeat in Iraq, but I have to say we are having enormous problems in Afghanistan because of that decision."
1996,Drop dead. Drop dead.,AppealtoEmotion,Loaded Language,"Just say that area qualifies for no Capital Gains Tax, zero, nada. Drop dead. Drop dead. We don't want to change the legislation that would lower the tax rate in D. C., allow welfare mothers to take a job without any tax on the first 90 percent of her income and no Capital Gain Tax that should be done in every urban area of America that would make capital flow back, and you can't have capitalism, Al, without capital.",,Removing repetition,"Just say that area qualifies for no Capital Gains Tax, zero, nada.  We don't want to change the legislation that would lower the tax rate in D. C., allow welfare mothers to take a job without any tax on the first 90 percent of her income and no Capital Gain Tax that should be done in every urban area of America that would make capital flow back, and you can't have capitalism, Al, without capital."
1960,the most dangers- dangerously irresponsible recommendations,AppealtoEmotion,Loaded Language,"Our policies are very different. I think that Senator Kennedy's policies and recommendations for the handling of the Castro regime are probably the most dangers- dangerously irresponsible recommendations that he's made during the course of this campaign. In effect, what Senator Kennedy recommends is that the United States government should give help to the exiles and to those within Cuba who oppose the Castro regime - provided they are anti - Batista.",the worst recommendations,Weakening,"Our policies are very different. I think that Senator Kennedy's policies and recommendations for the handling of the Castro regime are probably the worst recommendations that he's made during the course of this campaign. In effect, what Senator Kennedy recommends is that the United States government should give help to the exiles and to those within Cuba who oppose the Castro regime - provided they are anti - Batista."
1988,"I don't think there's any question about that, and I resent it. I resent it.",AppealtoEmotion,Loaded Language,"Of course, the vice president is questioning my patriotism. I don't think there's any question about that, and I resent it. I resent it. My parents came to this country as immigrants.",,Removing additional information,"Of course, the vice president is questioning my patriotism.  My parents came to this country as immigrants."
1960,deadly competition,AppealtoEmotion,Loaded Language,"There is no question but that we cannot discuss our internal affairs in the United States without recognizing that they have a tremendous bearing on our international position. There is no question but that this nation cannot stand still; because we are in a deadly competition, a competition not only with the men in the Kremlin, but the men in Peking. We're ahead in this competition, as Senator Kennedy, I think, has implied.",competition,Removing adjective,"There is no question but that we cannot discuss our internal affairs in the United States without recognizing that they have a tremendous bearing on our international position. There is no question but that this nation cannot stand still; because we are in a competition, a competition not only with the men in the Kremlin, but the men in Peking. We're ahead in this competition, as Senator Kennedy, I think, has implied."
2004,They're going from tyranny to elections.,AppealtoEmotion,Loaded Language,And he talked about how optimistic he was and the country was about heading toward elections. Think about it: They're going from tyranny to elections. He talked about the reconstruction efforts that are beginning to take hold.,They're changing their behaviour.,Rephrasing,And he talked about how optimistic he was and the country was about heading toward elections. Think about it: They're changing their behaviour. He talked about the reconstruction efforts that are beginning to take hold.
2000,"And the vast majority of all family businesses would be completely exempt, and all of the others would have sharply reduced.",AppealtoEmotion,Loaded Language,"And under the plan that I've proposed, 80% of all family farms will be completely exempt from the estate tax. And the vast majority of all family businesses would be completely exempt, and all of the others would have sharply reduced. So 80% -- now the problem with completely eliminating it goes back to the wealthiest 1%.","Most of family businesses would be exempt, and all of the others would have slightly reduced.",Rephrasing,"And under the plan that I've proposed, 80% of all family farms will be completely exempt from the estate tax. Most of family businesses would be exempt, and all of the others would have slightly reduced. So 80% -- now the problem with completely eliminating it goes back to the wealthiest 1%."
1976,a horrible mess,AppealtoEmotion,Loaded Language,"The budget was more grossly out of balance last year than ever before in the history of our country - $65 billion - primarily because our people are not at work. Inflation is robbing us, as we've already discussed, and the government bureaucracy is uh - just a horrible mess. This doesn't have to be.",chaos,Weakening,"The budget was more grossly out of balance last year than ever before in the history of our country - $65 billion - primarily because our people are not at work. Inflation is robbing us, as we've already discussed, and the government bureaucracy is uh - just chaos. This doesn't have to be."
2004,"And, as a result, America is now bearing this extraordinary burden where we are not as safe as we ought to be.",AppealtoEmotion,Loaded Language,"I believe that this president, regrettably, rushed us into a war, made decisions about foreign policy, pushed alliances away. And, as a result, America is now bearing this extraordinary burden where we are not as safe as we ought to be. The measurement is not: Are we safer?","And, as a result, America is asking if it's safe or not.",Rephrasing,"I believe that this president, regrettably, rushed us into a war, made decisions about foreign policy, pushed alliances away. And, as a result, America is asking if it's safe or not. The measurement is not: Are we safer?"
2000,There's too much bitterness in Washington. There's too much wrangling.,AppealtoEmotion,Loaded Language,It didn't happen. There's too much bitterness in Washington. There's too much wrangling. It's time to have a fresh start.,There's chaos in Washington.,Rephrasing,It didn't happen. There's chaos in Washington. It's time to have a fresh start.
1980,an enormous number of jobs,AppealtoEmotion,Loaded Language,"In the second quarter, we had dropped it down to about 13%. The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing an enormous number of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us. I notice that Governor Reagan recently mentioned the Reagan - Kemp - Roth proposal.",a lot of jobs,Weakening,"In the second quarter, we had dropped it down to about 13%. The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing a lot of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us. I notice that Governor Reagan recently mentioned the Reagan - Kemp - Roth proposal."
1988,"It's taken months and months and months to get Mr. Bush and the administration to support that legislation, and they're still resisting.",AppealtoEmotion,Loaded Language,"The 50 governors of this nation have proposed to the Congress that we help those families to get off of welfare, help those youngsters, help their mothers to become independent and self - sufficient. It's taken months and months and months to get Mr. Bush and the administration to support that legislation, and they're still resisting. That's the way you help people.",It's taken time to get Mr. Bush and the administration to support that legislation,Weakening,"The 50 governors of this nation have proposed to the Congress that we help those families to get off of welfare, help those youngsters, help their mothers to become independent and self - sufficient. It's taken time to get Mr. Bush and the administration to support that legislation That's the way you help people."
2004,"I disagree, strongly disagree with that.",AppealtoEmotion,Loaded Language,"I reject this notion -- and I'm suggesting my opponent isn't -- I reject the notion that some say that if you're Muslim you can't free, you don't desire freedom. I disagree, strongly disagree with that. I couldn't agree more that the Iraqis want to be free and that they could be free.",,Removing repetition,"I reject this notion -- and I'm suggesting my opponent isn't -- I reject the notion that some say that if you're Muslim you can't free, you don't desire freedom.  I couldn't agree more that the Iraqis want to be free and that they could be free."
1980,disgraceful,AppealtoEmotion,Loaded Language,"It comes out of a general fund, but something should be done about it. I think it is disgraceful that the Disability Insurance Fund in Social Security finds checks going every month to tens of thousands of people who are locked up in our institutions for crime or for mental illness, and they are receiving disability checks from Social Security every month while a state institution provides for all of their needs and their care. I think this debate on Social Security, Medicare, national health insurance typifies, as vividly any other subject tonight, the basic historical differences between the Democratic Party and Republican Party.",unrespectable,Rephrasing,"It comes out of a general fund, but something should be done about it. I think it is unrespectable that the Disability Insurance Fund in Social Security finds checks going every month to tens of thousands of people who are locked up in our institutions for crime or for mental illness, and they are receiving disability checks from Social Security every month while a state institution provides for all of their needs and their care. I think this debate on Social Security, Medicare, national health insurance typifies, as vividly any other subject tonight, the basic historical differences between the Democratic Party and Republican Party."
2004,"He changes positions on something as fundamental as what you believe in your core, in your heart of hearts, is right in Iraq.",AppealtoEmotion,Loaded Language,"My concerns about the senator is that, in the course of this campaign, I've been listening very carefully to what he says, and he changes positions on the war in Iraq. He changes positions on something as fundamental as what you believe in your core, in your heart of hearts, is right in Iraq. You cannot lead if you send mixed messages.",,Removing additional reference,"My concerns about the senator is that, in the course of this campaign, I've been listening very carefully to what he says, and he changes positions on the war in Iraq.  You cannot lead if you send mixed messages."
1980,literally thousands of unnecessary regulations that invade every facet of business,AppealtoEmotion,Loaded Language,"So, I think some of those charges are missing the point. I am suggesting that there are literally thousands of unnecessary regulations that invade every facet of business, and indeed, very much of our personal lives, that are unnecessary; that Government can do without; that have added $130 billion to the cost of production in this country; and that are contributing their part to inflation. And I would like to see us a little more free, as we once were.",a lof of issues in the business,Rephrasing,"So, I think some of those charges are missing the point. I am suggesting that there are a lof of issues in the business, and indeed, very much of our personal lives, that are unnecessary; that Government can do without; that have added $130 billion to the cost of production in this country; and that are contributing their part to inflation. And I would like to see us a little more free, as we once were."
1980,a very bright vista,AppealtoEmotion,Loaded Language,"We imported today 2 million barrels of oil less than we did the same date just a year ago. This commitment has been opening up a very bright vista for our nation in the future, because with the windfall profits tax as a base, we now have an opportunity to use American technology and American ability and American natural resources to expand rapidly the production of synthetic fuels, yes; to expand rapidly the production of solar energy, yes; and also to produce the traditional kinds of American energy. We will drill more oil and gas wells this year than any year in history.",a light ,Rephrasing,"We imported today 2 million barrels of oil less than we did the same date just a year ago. This commitment has been opening up a light  for our nation in the future, because with the windfall profits tax as a base, we now have an opportunity to use American technology and American ability and American natural resources to expand rapidly the production of synthetic fuels, yes; to expand rapidly the production of solar energy, yes; and also to produce the traditional kinds of American energy. We will drill more oil and gas wells this year than any year in history."
1980,extremely dangerous and belligerent,AppealtoEmotion,Loaded Language,"In addition to that, the adversarial relationship between ourselves and the Soviet Union would undoubtedly deteriorate very rapidly. This attitude is extremely dangerous and belligerent in its tone, although it's said with a quiet voice. I know the President's supposed to be replying to me, but sometimes, I have a hard time in connecting what he's saying, with what I have said or what my positions are.",a problem,Weakening,"In addition to that, the adversarial relationship between ourselves and the Soviet Union would undoubtedly deteriorate very rapidly. This attitude is a problem in its tone, although it's said with a quiet voice. I know the President's supposed to be replying to me, but sometimes, I have a hard time in connecting what he's saying, with what I have said or what my positions are."
2016,"pigs, slobs and dogs",AppealtoEmotion,Loaded Language,"You know, he tried to switch from looks to stamina. But this is a man who has called women pigs, slobs and dogs, and someone who has said pregnancy is an inconvenience to employers, who has said… I never said that.….",as animals,Weakening,"You know, he tried to switch from looks to stamina. But this is a man who has called women as animals, and someone who has said pregnancy is an inconvenience to employers, who has said… I never said that.…."
1980,"Governor Reagan's proposal, the Reagan - Kemp - Roth proposal, is one of the most highly inflationary ideas that ever has been presented to the American public.",AppealtoEmotion,Loaded Language,"And inflation went down below the national average in California when we returned the money to the people and reduced Government spending. Governor Reagan's proposal, the Reagan - Kemp - Roth proposal, is one of the most highly inflationary ideas that ever has been presented to the American public. He would actually have to cut Government spending by at least $130 billion in order to balance the budget under this ridiculous proposal.",Governor Reagan's proposal has a big negative impact in the inflation.,Rephrasing,And inflation went down below the national average in California when we returned the money to the people and reduced Government spending. Governor Reagan's proposal has a big negative impact in the inflation. He would actually have to cut Government spending by at least $130 billion in order to balance the budget under this ridiculous proposal.
2004,Join me in the wrong war at the wrong time at the wrong place.,AppealtoEmotion,Loaded Language,And what is he going to say to those people that show up at the summit? Join me in the wrong war at the wrong time at the wrong place. Risk your troops in a war you've called a mistake.,,Removing additional reference,And what is he going to say to those people that show up at the summit?  Risk your troops in a war you've called a mistake.
2016,the great Trojan horse of all time.,AppealtoEmotion,Loaded Language,"People are coming into our country like we have no idea who they are, where they are from, what their feelings about our country is, and she wants 550 percent more. This is going to be the great Trojan horse of all time. We have enough problems in this country.",the worst mistake.,Rephrasing,"People are coming into our country like we have no idea who they are, where they are from, what their feelings about our country is, and she wants 550 percent more. This is going to be the worst mistake. We have enough problems in this country."
2000,very distasteful,AppealtoEmotion,Loaded Language,"Bernie, you'll not be surprised to hear that I disagree. First let me talk about that joke about religion which I found very distasteful. And believe me, if anybody has devoted his life to respecting the role of religion in American life and understands that Americans from the beginning of our history have turned to God for strength and purpose, it's me.",inopportune,Rephrasing,"Bernie, you'll not be surprised to hear that I disagree. First let me talk about that joke about religion which I found inopportune. And believe me, if anybody has devoted his life to respecting the role of religion in American life and understands that Americans from the beginning of our history have turned to God for strength and purpose, it's me."
2004,a catastrophic plan,AppealtoEmotion,Loaded Language,"You can save tax - free. You get a catastrophic plan to help you on it. This is different from saying, ""OK, let me incent you to go on the government.""",It's a bad idea,Weakening,"You can save tax - free. You get It's a bad idea to help you on it. This is different from saying, ""OK, let me incent you to go on the government."""
2000,some phony numbers,AppealtoEmotion,Loaded Language,"But it's now time for the next stage of welfare reform, and include fathers and not only mothers. Let me just say that obviously tonight we're going to hear some phony numbers about what I think and what we ought to do. People need to know that over the next ten years it is going to be $25 trillion of revenue that comes into our treasurey and we anticipate spending $21 trillion.",some not real numbers,Rephrasing,"But it's now time for the next stage of welfare reform, and include fathers and not only mothers. Let me just say that obviously tonight we're going to hear some not real numbers about what I think and what we ought to do. People need to know that over the next ten years it is going to be $25 trillion of revenue that comes into our treasurey and we anticipate spending $21 trillion."
2000,fuzzy math,AppealtoEmotion,Loaded Language,Those are very clear differences. The man is practicing fuzzy math again. There's differences.,something strange,Rephrasing,Those are very clear differences. The man is practicing something strange again. There's differences.
1976,a tremendous increase,AppealtoEmotion,Loaded Language,"We had a substantial increase in new permits for housing. As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a tremendous increase over last year and a substantial increase over the earlier part of this year. Now in addition, we had a very - some very good news in the reduction in the rate of inflation.",a large increase,Weakening,"We had a substantial increase in new permits for housing. As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a large increase over last year and a substantial increase over the earlier part of this year. Now in addition, we had a very - some very good news in the reduction in the rate of inflation."
1960,"I've never suggested, even by the vaguest implication, that he did anything but disapprove it.",AppealtoEmotion,Loaded Language,"I would disagree with it. Mr. Nixon knows very well that in this - in this whole matter that's been involved with the so - called religious discussion in this campaign, I've never suggested, even by the vaguest implication, that he did anything but disapprove it. And that's my view now.",I've never suggested he did anything but disapprove it.,Removing additional information,"I would disagree with it. Mr. Nixon knows very well that in this - in this whole matter that's been involved with the so - called religious discussion in this campaign, I've never suggested he did anything but disapprove it. And that's my view now."
